EpochID,Total tx # in this epoch,Normal tx # in this epoch,Epoch start time,Epoch end time,Avg. TPS of this epoch
0,160000.00000000000000000000000000000000000000000000000000000000,160000,1731603613448,1731604008745,404.75963847667009076758404262363910675048828125000000000000
