EpochID,Total tx # in this epoch,Normal tx # in this epoch,Epoch start time,Epoch end time,Avg. TPS of this epoch
0,160000.00000000000000000000000000000000000000000000000000000000,160000,1730631438693,1730631833907,404.84410444140877416430157609283924102783203125000000000000
